C. Montgomery Burns,"Well, I demand a second opinion."
Dr. Nick Riviera,"Hi, everybody!"
C. Montgomery Burns,"Hi, Dr. Nick!"
Homer Simpson,Oof.
Bart Simpson,And sometimes I got into trouble...
Dr. Nick Riviera,"Oh, dear. I see no signs of life. Just to be safe, we better pull the plug."
C. Montgomery Burns,Yoink.
Marge Simpson,"Mr. Burns, how can you be so cold- hearted?"
C. Montgomery Burns,"You have no idea, woman, what that man's put me through."
,
Homer Simpson,Uh... Mr. Burns... I need to borrow some money.
C. Montgomery Burns,"Please, do go on..."
Homer Simpson,I know you're a good man... and I have a dog that's very sick...
C. Montgomery Burns,"Oh, please, continue..."
Homer Simpson,I thought maybe you...
Homer Simpson,"Oh. Well, thanks for your time."
Professor Jonathan Frink,"I have an unorthodox solution: a ""fantastic voyage"", if you will. Three scientists... One a beautiful woman... will be shrunk to microscopic size. They will then rendezvous in Mr. Simpson's lower colon --"
Lisa Simpson,Eww.
Professor Jonathan Frink,"Well, we have had a little trouble finding volunteers..."
,
Lisa Simpson,"I wish I'd gotten to know you better, Dad. But there were times when we really connected."
,
Lisa Simpson,"Hi, Dad. Want me to cut out this infernal racket?"
Homer Simpson,No. Let me hear you play.
Lisa Simpson,Why?
Homer Simpson,"Does a father have to explain? Let's just share your gift, okay?"
Homer Simpson,"Yeah, that's more like it! ""OH, I WANT TO BE IN THAT RUMBA / WHEN THE SAINTS GO OVER THERE.... OVER THERE..."
Homer Simpson,"OVER THERE."""
Lisa Simpson,"I wrote this for you, Dad."

Bart Simpson,"Dad, I'm so sorry. I know I haven't been a perfect kid..."
,
Homer Simpson,Why you little...
Homer Simpson,What the...
Bart Simpson
Bart Simpson,I know that I got you mad once in a while...
,
Lisa Simpson,"Bart, you can't go on like this."
Bart Simpson,I know.
Bart Simpson,...but you always looked out for me.
Marge Simpson,"Homer, it's really coming down. Could you check on the boys?"
Homer Simpson,They're fine.
Bart Simpson,"And no matter what happens, I'll never forget the advice you gave me."
,
Homer Simpson,"Now, come on. You're gonna learn how to shave."
,
Homer Simpson,"...and, finally, the little spot under your nose. Next, we take some toilet paper, tear off some teensy little squares, and stick one there, and there, and any place you're bleeding. There and there. Don't worry, the blood will hold it right on your face. Now, some aftershave."
Homer Simpson,Ah! Ooh! Arg! Son of a -- ! Ah! And that's how we shave.
Bart Simpson,"Dad, it's all my fault! I shook up that can of beer!"
Bart Simpson,It was just an April Fool's joke.
Homer Simpson,"Why, you little --"
Marge Simpson,Homie! You're all right!
Lisa Simpson,We're a family again!
,
Homer Simpson,This calls for a celebration. We're all going to Hawaii!
Lisa Simpson,
Homer Simpson,Gotcha! It's April Fool's for two more minutes!
Bart Simpson,"Dad, it's May 16th."
Lisa Simpson,You were in that coma for seven weeks.
Marge Simpson,Uh-huh.
Lisa Simpson,
Marge Simpson,You lost five percent of your brain.
Homer Simpson,Me lose brain? Uh-oh.
Homer Simpson,Why'd I laugh?
,
Krusty the Clown,Mmm. Delicious.
Chef,"Now, Krusty, I hear it's your birthday, so I got your mother's recipe for matzoh brei."
Krusty the Clown,"Hey, I don't do the Jewish stuff on the air."
Chef,"But Herschel, bubbeleh --"
Krusty the Clown,Ix-nay on the Ew-Jay! Roll the cartoon.
,
Lisa Simpson,It's so sad that Krusty is ashamed of his roots.
Homer Simpson,"Marge, it happened again!"
Bart Simpson,What are you gonna change your name to when you grow up?
Lisa Simpson,Lois Sanborn.
Bart Simpson,Steve Bennett.
Scratchy,Ow.
Itchy,"He, he, he."
Scratchy,Ow.
Itchy,"He, he, he."
Scratchy,Ow.
Itchy,"He, he, he."
Lisa Simpson,This is a rather lifeless outing.
Bart Simpson,Don't worry. They're building to something.
Scratchy,Ow.
Itchy,"He, he, he."
Scratchy,"Kids, say no to drugs."
,
Krusty the Clown,"I could pull a better cartoon out of my A... Hey, whoa! Wasn't that great, kids?"
,
Lisa Simpson,That's as bad as the tasteless Itchy and Sambo cartoons of the late 30s. The writers should be ashamed of themselves.
Bart Simpson,Cartoons have writers?
Lisa Simpson,"Yeah, sort of."
Bart Simpson,"Oh, yeah, well you and I could write a better cartoon than that."
Lisa Simpson,"Write a cartoon ourselves? Bart, are you thinking what I'm thinking?"
Bart Simpson,Probably not.
Bart Simpson,Lie in the snow and count to sixty.
Bart Simpson,"Giddiyup! Merry Christmas, suckers."
Marge Simpson,"""Third Notice,"" ""Final Notice,"" ""Some Guys are Coming.""... Ooh, what's this?"
Marge Simpson,An invitation to our High School Reunion.
Marge Simpson,"Gee, that's odd. They didn't send one to you."
Homer Simpson,"Marge, I ate those fancy soaps you bought for the bathroom."
Marge Simpson,Oh my God.
Homer Simpson,"Marge, I never graduated from high school."
Marge Simpson,"Well that still doesn't explain why you ate my soap. Wait, maybe it does."
Homer Simpson,"I never passed remedial science one ""A""."
Marge Simpson,And you're a nuclear technician?
Homer Simpson,"Marge, ixnay on the uclear-nay ecnitian-tay."
Marge Simpson,What did you way?
Homer Simpson,"I don't know. I flunked Latin, too."
Lisa Simpson,"According to this book, the first thing we need is a setting."
Bart Simpson,Okay... setting... setting... setting... setting...
Bart Simpson,How about a barber shop?
Lisa Simpson,Great.
,
Lisa Simpson,Scratchy is getting a haircut. Then Itchy -- the barber -- chops Scratchy's head off with a razor!
Bart Simpson,"Eh, too predictable. The way I see it, instead of shampoo Itchy covers Scratchy's hair with barbecue sauce... opens a box of flesh-eating ants... and the rest writes itself."
Elvis,"Eh, this show ain't no good."
Lisa Simpson,Finished. Now all we have to do is put our names on it.
Bart Simpson,Fine. Put my name first.
Lisa Simpson,No way.
Bart Simpson,"All right, then to decide it, I propose a race around the world. Meet me at Luster Square at noon tomorrow. The queen herself shall drop the checkered flag."
Lisa Simpson,"Look there's only one reasonable way to settle this: rock, paper, scissors."
Bart Simpson,Rock.
Lisa Simpson,Paper.
Bart Simpson
,
Writer,"But sir, at Harvard they taught me to..."
Roxie,"Sir, a Lisa and Bart Simpson sent you a script..."
Grampa Simpson,"""Ishy and Wha?"" Uh, you must be some kind of crazy person!"
Ned Flanders,"Okely, dokely do!"
Bart's Thoughts,Good ol' rock. Nothing beats that.
Lisa's Thoughts,Poor predictable Bart. Always takes rock.
Writer,Fair Harvard I
Writer,"You, sir, have the boorish manners of a Yalie."
,
Lisa Simpson,"Bart, they rejected our script."
Bart Simpson,I guess we're just not cut out to be writers.
Lisa Simpson,Maybe he just doesn't take us seriously 'cause we're kids. Let's put a grownup's name on it.
Bart Simpson,"Well, how about Grampa? He's pretty out of it. He let those guys use his check book for a whole year."

Grampa Simpson,"... when I read your magazine I don't see one wrinkled face or a single toothless grin. For shame! To the sickos at ""Modern Bride"" magazine."
Bart Simpson,"Hey Grampa, we need to know your first name."
Grampa Simpson,You're making my tombstone!
Lisa Simpson,"No, we're just curious."
Grampa Simpson,"All right, let's see. First name... first name... well, whenever I'm confused, I just check my underwear. It holds the answer to all the important questions."
Grampa Simpson,Call me... Abraham Simpson!
Lisa Simpson,"Grampa, how'd you take off your underwear without taking off your pants?"
Grampa Simpson,I don't know.
,
Writer,"Sir, you locked my office, and I wanted to get my Harvard mug."
,
Orderly,"Phone call, Simpson."
Grampa Simpson,Beh?
Roxie,"Is this the Abraham Simpson who wrote the ""Itchy and Scratchy"" episode?"
Roxie,"I'm sorry, but we have a substantial check here for a Mr. Abraham Simpson."
Grampa Simpson,"That's right, I did the Iggy."
,
Homer Simpson,"Ah, my high school yearbook..."
Homer Simpson,You handsome devil.
Homer Simpson,I can't believe I ate the whole thing.
Homer Simpson,"""Activities, none. Sports, none. Honors, none."" So many memories."
Marge Simpson,Time to go to the reunion.
Homer Simpson,"It'll be great to see the old gang again... Potsy, Ralph Malph, ""The Fonz""..."
Marge Simpson,"That was ""Happy Days."""
Homer Simpson,"No, they weren't all happy Days. Like the time Pinky Tuscadero crashed her motorcycle -- or the night I lost all my money to those card sharks, and my Dad, Tom Bosley, had to get it back."
Marge Simpson
Marge Simpson,"Hello, Principal Dondelinger."
Principal Dondelinger,"Marge Bouvier, it's so good to see you."
Principal Dondelinger,"Sorry, sir. We're not letting vagrants sleep in the gym tonight. But we will be putting some scraps by the back door."
Homer Simpson,
Principal Dondelinger,"Oh, it's you Simpson."
Homer Simpson,"Look, there's Bobby Mindich, the class clown."
Bobby Mindich,I am not a crook.
Homer Simpson,Richard Nixon.
Marge Simpson,I know.
,
Marge Simpson,"Oh my God, it's my old boyfriend, Artie Ziff."
ARTIE,"Hello, Marge. Have you heard? I'm stinking rich."
ARTIE,Jealous?
Homer Simpson,I'll bet you'd trade it all for one night with my wife.
ARTIE,I would.
Homer Simpson,Hmmm.
Marge Simpson,Homer!
,
Bobby Mindich,"Hey, man. It's Dave. Open up man. Dave's not here, man."
Homer Simpson,
Bobby Mindich,"Okay now, let's move on..."
Bart Simpson,Grampa? Grampa?
Homer Simpson,"The guy's so high, he doesn't even know that's Dave."
Bobby Mindich,Homer? Homer?
Homer Simpson,"Homer's not here, man."
Bobby Mindich,"Okay, very good. Now, let's get on with our rilly big shew..."
Homer Simpson,Ed Sullivan.
Marge Simpson,Shhhh.
Bobby Mindich,"... First, the award for the alumnus who's gained the most weight..."
Bobby Mindich,Homer Simpson!
Homer Simpson,Oh my God!
Bobby Mindich,"How'd you do it, Homer?"
Homer Simpson,I discovered a meal between breakfast and brunch.
Bobby Mindich,"And now, the award for most improved odor... Homer Simpson!"
Homer Simpson,Yes!
Bobby Mindich,"And the person who traveled the least distance to be here... well, kiss my grits... Homer Simpson!"
Homer Simpson,What can I say? It hasn't been easy staying in my rut...
Principal Dondelinger,"Class of '74, I was just uh leafing through your permanent records when I discovered something shocking. Homer Simpson never passed Remedial Science 1A and thus never graduated from high school."
Principal Dondelinger,"I'm sorry, Simpson, but I-I'm gonna have to take back those awards."
Bobby Mindich,"This is Howard Cosmell. Homer Simpson is a boob. What do you think, J.J.? Dynomite!"
Barney Gumble,Didn't graduate. How low can you get?
Barney's Boss,"Barney, where's your cummerbund?"
Barney Gumble,It fell in the toilet.
Homer Simpson,"Marge, I have my pride. I'm going to go to night school, earn my high school diploma, and get back my most improved odor trophy!"
Homer Simpson
Grampa Simpson,I want my check!
Grampa Simpson,I want another one.
Grampa Simpson,My chest hurts.
,
Writer #2,"Actually, you know, I wrote my thesis on life experience... and..."
Grampa Simpson,I spent forty years as a night watchman at a cranberry silo.
,
Krusty the Clown,"So this patch steadily releases nicotine into my body, eliminating my need for a cigarette."
Krusty the Clown,Roll the cartoon.
Lisa Simpson,Bart! Our Cartoon's on TV!
Bart Simpson,All right! Turn up the volume.
Announcer,Erosion is a slow but steady process...
Lisa Simpson,
Elvis,"Eh, this show ain't no good."
Lisa Simpson,
Homer Simpson,"Bart, Lisa I have something to tell you, and I'm not proud of it."
Bart Simpson,"Dad, whatever you say, you know you will always have my love and respect."
Homer Simpson,I never graduated from high school.
Bart Simpson,
Grampa Simpson,"Hello, son! I was on my way home from work and thought I'd drop by."
Homer Simpson,"Oh, you have a job?"
Grampa Simpson,They pay me eight hundred dollars a week to tell a cat and a mouse what to do.
Homer Simpson,I see.
Grampa Simpson,Lalalalalalalalalalalala.
Bart Simpson,"Dad, can we talk to Grampa alone for a minute?"
Homer Simpson,"All right. But if he starts to wig out, try to lure him into the cellar."
,
Lisa Simpson,... then we put your name on the script and sent it in.
Bart Simpson,Didn't you wonder why you were getting checks for doing absolutely nothing?
Grampa Simpson,I figured 'cause the Democrats were in power again.
Lisa Simpson,"Grampa, we could write the scripts for you and split the money three ways."
Grampa Simpson,I dunno. I'd better sleep on it.
Grampa Simpson,"Why'd you wake me? I was having the nicest dream. I dreamt I was the Queen of the Old West. I kept a six shooter in my garter, I did..."
Bart Simpson,Do we have a deal?
Grampa Simpson,"Sure, sure."
Grampa Simpson,Boys! Stop! You can both marry me.
Cowboys
Lisa Simpson,Yay!
Grampa Simpson,Any stairs?
Grampa Simpson,Nuts to you!
,
Lisa Simpson,"Wow, it must be expensive to produce all these cartoons."

Principal Dondelinger,Welcome to Remedial Science 1A. My uh wife recently passed away... I thought teaching might ease my loneliness.
Homer Simpson,Will this be on the test?
Principal Dondelinger,No.
Homer Simpson
Krusty the Clown,"Hey Mel, bring me another nicotine patch."
Krusty the Clown,"I think there's some space left on my butt. And now, here's another fine Itchy and Scratchy cartoon by Abraham Simpson."

Principal Dondelinger,"Now, I'm going to uh burn this donut to show you how many calories it has."
Homer Simpson,Nooooooo!
Principal Dondelinger,The bright blue flame indicates this was a particularly sweet donut.
Homer Simpson,This is not happening. This is not happening.
,
Grampa Simpson,Dear Mr. President. There are too many states nowadays. Please eliminate three. I am not a crackpot.
Grampa Simpson,Who are you?
Marge Simpson,In a minute!
Grampa Simpson,Oh no! We're all doomed! I'm a complete fraud.
,
Principal Dondelinger,"All right, here are your exams. Fifty questions, true or false."
Homer Simpson,True.
Principal Dondelinger,"Homer, I was just describing the test."
Homer Simpson,True.
Principal Dondelinger,"Look, Homer, just take the test and you'll do fine."
Homer Simpson,False.
Homer Simpson,"All right, brain, you don't like me and I don't like you. But let's just do this and I can get back to killing you with beer."
,
Grampa Simpson,"Thank you for this award. It is a tribute to this great country, that a man who once took a shot at Teddy Roosevelt could win back your trust."
Bart Simpson,"Yo, Grampa! Time for the awards."
Grampa Simpson,Did you call the girl from the escort service?
Lisa Simpson,They said their insurance won't cover you.
Grampa Simpson,"Ooh, that's an onion in the ointment."
,
Announcer,"And now to present the award for outstanding writing in a cartoon series, Krusty the Clown and Brooke Shields."
Krusty the Clown,"Well, here we are, the star of ""The Blue Lagoon,"" and me, ""The Blue Haired Goon."" What the... that's terrible."
BROOKE,"Cartoons have the power to make us laugh and to make us cry. Wouldn't you agree, Krusty?"
Krusty the Clown,"First of all my hair is green, not blue. I got nothin' to work with here, nothin'."
Krusty the Clown,"Well, at least I can take off this girdle."
Krusty the Clown,"Oh, yeah."
BROOKE,"Uh... The nominees for best writing in a cartoon series are... ""Strong-dar, Master of Akom,"" the ""Wedding"" episode."
Homer's Brain,It's a deal!
BROOKE,"""Action-Figure Man,"" the ""How to Buy Action Figure Man"" episode."
Child,"Please, Mommy, I want it."
BROOKE,"""Ren and Stimpy"", season premiere."
BROOKE,"And, finally, ""Itchy and Scratchy,"" ""The Little Barber Shop of Horrors"" episode."
Grampa Simpson,Cross my fingers for me.
Grampa Simpson,That's gonna hurt come winter.
BROOKE,"And the winner is... ""Itchy and Scratchy,"" Abraham Simpson writer!"
Bart Simpson,"Ah, Grampa! Woo!"
Grampa Simpson,"That was the first time I ever saw ""Itchy and Scratchy"" and I didn't like it one bit. It was disgusting and violent. I think all you people are despicable. For shame!"
Writer,He's right! We've been wasting our lives!
Writer #2,The hell with cartoons. I'm gonna do what I've always dreamed of. I'm gonna write that sitcom about the sassy robot.
,
Grampa Simpson,"Here kids, I guess you deserve this. Let's go."
Lisa Simpson,"I guess nobody likes the truth, huh Grampa."
Grampa Simpson,Nope.
Bart Simpson,I'll never watch an awards show again... unless that delightful Billy Crystal's involved.
,
Homer Simpson,Marge! I passed!
Marge Simpson,"That's wonderful, Homie!"
Homer Simpson,At our next high school reunion I'll have nothing to be ashamed of.
,
Homer Simpson,"Hello, Dondelinger."
Principal Dondelinger,"Simpson, is that a plunger stuck on your head?"
Homer Simpson,
Marge Simpson,
Singers,HENS LOVE ROOSTERS/ GEESE LOVE GANDERS/ EVERYONE ELSE LOVES NED FLANDERS
Homer Simpson,Not me!
Singers,EVERYONE WHO COUNTS LOVES NED FLANDERS.
,
Ned Flanders,"Knock that off, you two. It's time for church!"
Todd Flanders,We're not going to church today.
Ned Flanders,What?! You give me one good reason.
Todd Flanders,It's Saturday!
Singers,HENS LOVE ROOSTERS / GEESE LOVE GANDERS / EVERYONE ELSE LOVES NED FLANDERS.
,
Seymour Skinner,"Children, we've just been tipped off that Superintendent Chalmers is planning a surprise inspection. So let's clean up this pigsty!"
Seagull,
Seymour Skinner,"On another topic, the following students have won mountain bikes: Bart Simpson..."
Seymour Skinner,Jimbo Jones...
Seymour Skinner,Nelson Muntz...
Nelson Muntz,I want you to keep filling your shirt with crud 'til I get back.
Milhouse Van Houten,"Yes, sir."
Seymour Skinner,You may pick the bikes up in Utility Basement B.
Seymour Skinner,Fools! Whoops. Still on.
Bart Simpson,"Hey, what do you think he meant by that fools remark?"
Nelson Muntz,"Ah, who cares? Time to get me a mountain bike!"
,
Nelson Muntz,"Hey, what gives? Where are the mountain bikes?"
Seymour Skinner,"Sorry about the ruse, gentlemen. You're being swept under the rug for the Superintendent's visit. Enjoy!"
Jimbo Jones,How are we gonna get outta here?
Nelson Muntz,And when are we gonna get our mountain bikes?
,
Seymour Skinner,Would the world judge me harshly if I threw away the key?
Groundskeeper Willie,No. But the PTA would tear ya a new arse.
Seymour Skinner,"Wise council, William. But the potty talk adds nothing."
Groundskeeper Willie,"Aye, sir. You bath-taking, underpants-wearing, lily-hugger."
,
Seymour Skinner,Superintendent Chalmers! Welcome!
Gary Chalmers,"Hello, Seymour."
Seymour Skinner,So what's the word down at One School Board Plaza?
Gary Chalmers,We're dropping the geography requirement. The children weren't testing well. It was proving to be an embarrassment.
Seymour Skinner,Very good. Back to the three R's.
Gary Chalmers,Two R's come October.
Seymour Skinner,Hm. What do you think of the banners?
Gary Chalmers,Nothing but transparent toadying.
Seymour Skinner,They were the children's idea. I tried to stop them.
Gary Chalmers,"It's always the children's fault, isn't it, Seymour?"
Seymour Skinner,"Yes, yes it is, sir."
,
Nelson Muntz,"Imagine, a school out there with no bullies."
Jimbo Jones,Science geeks not getting beat up... kids using their lunch money for food...
Nelson Muntz,I can't take it!
Bart Simpson,"Hey, I think I can squeeze through that vent."
Jimbo Jones,All right!
Nelson Muntz,All right Bart! Do it man.
Jimbo Jones,"Now, remember little dude, you're our only hope."
Bart Simpson,Ow!
Nelson Muntz,Got 'im!
Jimbo Jones,"Way to go, man!"
Nelson Muntz,Haw haw!
,
Seymour Skinner,"May I interest you in a Jello brick, Sir? There's a grape in the center."
Gary Chalmers,"Well, I'm not made of stone."
Gary Chalmers,
Seymour Skinner,You're not made of stone... a brick and you're... made of stone...
,
Groundskeeper Willie,"Ach, my beauty, wait till the Superintendent sees you. Were it not a violation of God's law, I'd make ye my wife."
Scottish Woman,Now there is a lonely man.
Scottish Woman,I'm new in town. Be there a cool loch where a lass could wash her long red hair?
Groundskeeper Willie,"Nay, but there's a pool at me apartment complex. There was a rat in the deep end -- but we got him!"
Scottish Woman,Ah! Lead on.
Gary Chalmers,"Forty-eight... forty-nine... fifty. Flag's up to date. Very good, Seymour. Now, are these children as smart as they look?"
Seymour Skinner,Well let's pick one at random. How about that one?
Gary Chalmers,"You mean this boy, here?"
Seymour Skinner,No! No! Lisa Simpson!
Gary Chalmers,When was the battle of New Orleans?
Lisa Simpson,"January 8, 1815. Two weeks after the war ended."
Gary Chalmers,First rate.
Ralph Wiggum,What's a battle?
Seymour Skinner,Let's go.
Gary Chalmers,Did that boy say what's a battle?
Seymour Skinner,No he said what's that rattle. It's about the heating duct.
Gary Chalmers,"Hm, it sounded like battle."
Seymour Skinner,I've had a cold.
Gary Chalmers,"Oh, so you hear ""R""s as ""B""s?"
Seymour Skinner,Yes.
Gary Chalmers,I understand.
Exhaust Pipe Lid,Come on Bart. Ride me.
Bart Simpson,I better not.
Chicken,He's insulting both of us.
Bart Simpson,Let's go.
Bart Simpson
Bart Simpson
Gary Chalmers,Excellent. Not a trace of urine.
Gary Chalmers,"Seymour, you run a tight ship."
Seymour Skinner,"Well, you know what they say, sir. ""Where there's no smoke, there's no fire."""
Gary Chalmers,What an odd remark.
Gary Chalmers,"Why, that looks like a fifty cent piece. I'll just bend over and get it."
Gary Chalmers,It seems to be caught between these two flowers.
Seymour Skinner,NOOOOO!
,
Gary Chalmers,"Ow, ow, ow. Seymour I was thinking of promoting you to Assistant Superintendent. But, instead, that plum goes to Holloway."
Seymour Skinner,"No. But sir, he's a drunk."
Gary Chalmers,And a pill popper.
Seymour Skinner,If I could just...
Gary Chalmers,Silence! And why is a cafeteria worker posing as a nurse?
Lunchlady Doris,I get two paychecks this way.
Gary Chalmers,
Seymour Skinner,"There's no detention this time, Simpson. This is the end. You are expelled from Springfield Elementary!"
Exhaust Pipe Lid,
Exhaust Pipe Lid
Kent Brockman,"Tonight on ""Eye on Springfield"": The Munchkins from ""The Wizard of Oz""... Where are they now?"
Kent Brockman,And we'll visit a nudist camp... for animals!
Kent Brockman,"But first, a look at the local holiday that was called ""distasteful"" and ""Puerile"" by a panel of hillbillies. Whacking Day!"
Lisa Simpson,Oh no. No!
Kent Brockman,In a tradition that dates back to founding father Jebediah Springfield...every May 10th local residents gather to drive snakes into the center of town and whack them to snake heaven.
Kent Brockman,"After exposing Alger Hiss, honorary Grand Marshall Richard Nixon goes after another deadly hiss."
Richard Nixon,Is Whacking Day over?
Crowd,
Richard Nixon,"Thank you, thanks for coming out."
Lisa Simpson,It's all so barbaric.
Homer Simpson,Hey kids. How was school?
Lisa Simpson,I learned how many drams in a pennyweight.
Bart Simpson,I got expelled.
Homer Simpson,That's my boy.
Homer Simpson,"Mmmm, beer... What?"
Bart Simpson,"Look, Dad. I don't need school. I'll make my way as a bootblack. Shine yer boots Guv'nor?"
Homer Simpson,No son of mine is gonna be a 19th Century Cockney bootblack. We're gonna find you another school.
,
Marge Simpson,Now remember Bart. This is a religious school. So be very careful about what you say and do here.
Bart Simpson,No problemo.
Mr. Ogden,"Now Bart, since you're new here, perhaps you'd favor us with a psalm."
Bart Simpson,"How about ""Beans, Beans, the Musical Fruit?"""
Mr. Ogden,"Well, beans were a staple of the Israelites... yes, proceed."
Hitler,Yoo hoo.
Bart Simpson,"BEANS, BEANS, THE MUSICAL FRUIT / THE MORE YOU EAT THE MORE YOU TOOT..."
Mr. Ogden,"Avert your eyes, children, he may take on other forms!"
,
Bart Simpson,I guess that's it. I just can't be educated. I can always get a job testing dangerous food additives.
Scientist #1,"We'd like you to try this new diet cola. We call it ""Nature's Goodness."""
Bart Simpson,What's in it?
Scientist #2,Two four des-oxy-propheniramine.
Bart Simpson,Sweet.
Scientist #2,Pleasing taste. Some monsterism.
Bart Simpson,Cool.
Marge Simpson,You're going to get an education. I'm going to teach you myself.
Homer Simpson,"Marge, it's too late. The boy's ten years old! Let's focus our energy on Lisa and the other one."
Homer Simpson,What's your problem?
Lisa Simpson,Whacking Day is coming.
Homer Simpson,Woo hoo! The greatest day of the year.
Lisa Simpson,But killing snakes is evil.
Homer Simpson,"Maybe so, Lisa, but it's part of our oh-so-human nature. Inside every man is a struggle between good and evil that cannot be resolved."
Evil Homer,I AM EVIL HO-MER... I AM EVIL HO-MER... I AM EVIL HO-MER... I AM EVIL HO-MER...
Bart Simpson,"Have a nice day at school, Lis. I'll just try to make the best of a bad situation. Ahhh..."
Marge Simpson,Bart. Get dressed for school. I expect you to be in your seat when the bell rings.
Marge Simpson,I bought a bell.
,
Marge Simpson,I think I'll unplug that.
Marge Simpson,I'm your new teacher. My name is Mrs. Simpson.
Bart Simpson,I didn't do it.
Marge Simpson,"Oh, that's right. I invited a guest speaker to talk to the class."
Grampa Simpson,"Hello, children!"
Grampa Simpson,I got separated from my platoon after we parachuted into Dusseldorf. So I rode out the war posing as a German cabaret singer.
,
Hitler,Ach du lieber! That is not ein a booby!
Bart Simpson,"Is that story true, Grampa?"
Grampa Simpson,"Well, most of it. I did wear a dress for a period in the forties. Oh, they had designers then..."
Grampa Simpson
Homer Simpson,"Look what I got, Marge. A new whacking stick."
Homer Simpson,Whack!
Marge Simpson,Oooh!
Lisa Simpson,Excuse me.
Homer Simpson,Whack! Whack! Whack!
Marge Simpson,Oooh! Oooooh! Oooooooh!
,
Marge Simpson,"Bart, I'd like you to read this copy of ""Johnny Tremain."" It's a book I read as a girl."
Bart Simpson,A book?
Marge Simpson,I think you might like this... It's about a boy who goes to war... his hand is deformed in an accident...
Bart Simpson,"Deformed? Why didn't you say so? They should call this book ""Johnny Deformed!"""

Bart Simpson,"""Hundreds would die, but not the thing they died for: 'A man can stand up...'"" Wow."
Marge Simpson,"Mm-hm, if you'd like to learn more about Colonial times we could take a field trip to Old Springfield Towne."
Bart Simpson,
Homer Simpson
Homer Simpson,
Lisa Simpson,Dad?
Lisa Simpson,"Dad, everyone likes Whacking Day, but I hate it. Is there something wrong with me?"
Homer Simpson,"Yes, honey."
Lisa Simpson,"Then, what should I do?"
Homer Simpson,Just squeeze your rage into a bitter little ball and release it at an appropriate time. Like that day I hit the referee with a whiskey bottle. Remember that?
Lisa Simpson,Yeah.
Homer Simpson,Your Daddy hit the referee.
Lisa Simpson,Yeah.
Homer Simpson,Yeah.
,
Recruiter,Any experience?
Bart Simpson,"Thanks, Seymour."
Actor,"Yes I played Panicky Idiot #2 in ""The Poseidon Adventure."""
Recruiter,"Sorry. We're looking for more of a ""Duh, duh"" idiot."
Actor,"But... Oh, I see."
Marge Simpson,"Hello, Barney. Are you playing the town drunk?"
Barney Gumble,"Actually, I'm supposed to be the governor."
Guide,The enemy surrounded the fort and said that if the captain was sent out the rest would be spared.
Bart Simpson,What did they do?
Guide,They sent him out.
Bart Simpson,Was he killed?
Guide,And how! That's why they call it Fort Sensible.
Teenaged Guide,This is Jebediah Springfield at the Battle of Ticonderoga. Next. And here he is killing a snake on the very first Whacking Day in 1775.
Bart Simpson,Hey wait a minute. That was the same day he was at Ticonderoga. How could he be in two places at once?
Teenaged Guide,Um... Um... Y'see...
,
Security Guard,He'll blow the whole deal. Get him outta here.
Teenaged Guide,Roger.
Teenaged Guide,"If you want to learn more about Whacking Day, there are many fine books in our gift shop."
,
Teenaged Guide,Welcome to your official Whacking Day Headquarters. I've hidden a snake somewhere in this store. The first one to whack it gets a free Squishee.
Apu Nahasapeemapetilon,"Hey. Hey. Boy, I should have put more thought into my promotion."
Chief Wiggum,"Aim for the body, men."
Lou,Right chief.
,
Rev. Timothy Lovejoy,"And the Lord said ""Whack ye all the serpents which crawl on their bellies and thy town shall be a beacon unto others."" So you see, Lisa, even God himself endorses Whacking Day."
Lisa Simpson,Let me see that.
Rev. Timothy Lovejoy,No.
,
Children's Choir,OH WHACKING DAY / OH WHACKING DAY / OUR HALLOWED SNAKE SKULL CRACKING DAY...
Boy Soloist,WE'LL BREAK THEIR BACKS / GOUGE OUT THEIR EYES / THEIR EVIL HEARTS WE'LL PULVERIZE...
Children's Choir,OH WHACKING DAY / OH WHACKING DAY / MAY GOD BESTOW HIS GRACE ON THEE.
,
Homer Simpson,Here you go. Official Whacking Day parking. Ten dollars per axle.
Homer Simpson,Woo hoo!
Driver Of Foreign Car,Hooray!
,
Barney Gumble,"Take that, snake! And you, too! Snakes, snakes everywhere!"
Lenny Leonard,You getting ready for Whacking Day?
Barney Gumble,What's Whacking Day?
Mayor Joe Quimby,Did you bring the pre-whacked snakes?
Mayor Joe Quimby,Beautiful.
,
Homer Simpson,"Well, Marge,"
Homer Simpson,should I whack slow or fast?
Marge Simpson,Slow... then fast.
Homer Simpson,Uh-oh.
Lisa Simpson,"Dad please, for the last time, I beg you, don't lower yourself to the level of the mob."
Homer Simpson,"Lisa, maybe if I'm part of that mob, I can help steer it in wise directions. Now, where's my giant foam cowboy hat and air horn?"
,
Mayor Joe Quimby,"And now, to open this year's festivities, here's our Grand Marshall, ""The Prophet of Love""... Larry White!"
Barry White,Barry White.
Mayor Joe Quimby,"No, it says here, Larry White."
Barry White,I know my own name.
Mayor Joe Quimby,"Yeah, well, we'll see."
Barry White,"Ladies and Gentlemen, my unlimited love to y'all. It's truly an honor to be here at this... ... hey, what is this all about anyway?"
Barry White,Oh God no!
Barry White,You people make me sick.
Barry White,Were they even listening to me?
Mayor Joe Quimby,"I uh, don't think so. And now, let's hear it for our own Miss Springfield!"
Miss Springfield,"Gentlemen, start your whacking."
